species_id,pokemon_id,name_ko,name_en,generation,is_legendary,is_mythical,types_en,types_ko,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,total,image_file,image_url
120,120,별가사리,staryu,generation-i,0,0,water,물,0.8,34.5,30,45,55,70,55,85,340,data\images\0120_staryu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png
121,121,아쿠스타,starmie,generation-i,0,0,water|psychic,물|에스퍼,1.1,80.0,60,75,85,100,85,115,520,data\images\0121_starmie.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png
122,122,마임맨,mr-mime,generation-i,0,0,psychic|fairy,에스퍼|페어리,1.3,54.5,40,45,65,100,120,90,460,data\images\0122_mr_mime.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png
123,123,스라크,scyther,generation-i,0,0,bug|flying,벌레|비행,1.5,56.0,70,110,80,55,80,105,500,data\images\0123_scyther.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png
124,124,루주라,jynx,generation-i,0,0,ice|psychic,얼음|에스퍼,1.4,40.6,65,50,35,115,95,95,455,data\images\0124_jynx.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png
125,125,에레브,electabuzz,generation-i,0,0,electric,전기,1.1,30.0,65,83,57,95,85,105,490,data\images\0125_electabuzz.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png
126,126,마그마,magmar,generation-i,0,0,fire,불꽃,1.3,44.5,65,95,57,100,85,93,495,data\images\0126_magmar.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png
127,127,쁘사이저,pinsir,generation-i,0,0,bug,벌레,1.5,55.0,65,125,100,55,70,85,500,data\images\0127_pinsir.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png
128,128,켄타로스,tauros,generation-i,0,0,normal,노말,1.4,88.4,75,100,95,40,70,110,490,data\images\0128_tauros.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png
129,129,잉어킹,magikarp,generation-i,0,0,water,물,0.9,10.0,20,10,55,15,20,80,200,data\images\0129_magikarp.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png
130,130,갸라도스,gyarados,generation-i,0,0,water|flying,물|비행,6.5,235.0,95,125,79,60,100,81,540,data\images\0130_gyarados.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png
131,131,라프라스,lapras,generation-i,0,0,water|ice,물|얼음,2.5,220.0,130,85,80,85,95,60,535,data\images\0131_lapras.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png
132,132,메타몽,ditto,generation-i,0,0,normal,노말,0.3,4.0,48,48,48,48,48,48,288,data\images\0132_ditto.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png
133,133,이브이,eevee,generation-i,0,0,normal,노말,0.3,6.5,55,55,50,45,65,55,325,data\images\0133_eevee.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png
134,134,샤미드,vaporeon,generation-i,0,0,water,물,1.0,29.0,130,65,60,110,95,65,525,data\images\0134_vaporeon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png
135,135,쥬피썬더,jolteon,generation-i,0,0,electric,전기,0.8,24.5,65,65,60,110,95,130,525,data\images\0135_jolteon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png
136,136,부스터,flareon,generation-i,0,0,fire,불꽃,0.9,25.0,65,130,60,95,110,65,525,data\images\0136_flareon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png
137,137,폴리곤,porygon,generation-i,0,0,normal,노말,0.8,36.5,65,60,70,85,75,40,395,data\images\0137_porygon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png
138,138,암나이트,omanyte,generation-i,0,0,rock|water,바위|물,0.4,7.5,35,40,100,90,55,35,355,data\images\0138_omanyte.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png
139,139,암스타,omastar,generation-i,0,0,rock|water,바위|물,1.0,35.0,70,60,125,115,70,55,495,data\images\0139_omastar.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png
140,140,투구,kabuto,generation-i,0,0,rock|water,바위|물,0.5,11.5,30,80,90,55,45,55,355,data\images\0140_kabuto.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png
141,141,투구푸스,kabutops,generation-i,0,0,rock|water,바위|물,1.3,40.5,60,115,105,65,70,80,495,data\images\0141_kabutops.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png
142,142,프테라,aerodactyl,generation-i,0,0,rock|flying,바위|비행,1.8,59.0,80,105,65,60,75,130,515,data\images\0142_aerodactyl.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png
143,143,잠만보,snorlax,generation-i,0,0,normal,노말,2.1,460.0,160,110,65,65,110,30,540,data\images\0143_snorlax.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png
144,144,프리져,articuno,generation-i,1,0,ice|flying,얼음|비행,1.7,55.4,90,85,100,95,125,85,580,data\images\0144_articuno.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png
145,145,썬더,zapdos,generation-i,1,0,electric|flying,전기|비행,1.6,52.6,90,90,85,125,90,100,580,data\images\0145_zapdos.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,146,파이어,moltres,generation-i,1,0,fire|flying,불꽃|비행,2.0,60.0,90,100,90,125,85,90,580,data\images\0146_moltres.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,147,미뇽,dratini,generation-i,0,0,dragon,드래곤,1.8,3.3,41,64,45,50,50,50,300,data\images\0147_dratini.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,148,신뇽,dragonair,generation-i,0,0,dragon,드래곤,4.0,16.5,61,84,65,70,70,70,420,data\images\0148_dragonair.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,149,망나뇽,dragonite,generation-i,0,0,dragon|flying,드래곤|비행,2.2,210.0,91,134,95,100,100,80,600,data\images\0149_dragonite.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,150,뮤츠,mewtwo,generation-i,1,0,psychic,에스퍼,2.0,122.0,106,110,90,154,90,130,680,data\images\0150_mewtwo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,151,뮤,mew,generation-i,0,1,psychic,에스퍼,0.4,4.0,100,100,100,100,100,100,600,data\images\0151_mew.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,152,치코리타,chikorita,generation-ii,0,0,grass,풀,0.9,6.4,45,49,65,49,65,45,318,data\images\0152_chikorita.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,153,베이리프,bayleef,generation-ii,0,0,grass,풀,1.2,15.8,60,62,80,63,80,60,405,data\images\0153_bayleef.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,154,메가니움,meganium,generation-ii,0,0,grass,풀,1.8,100.5,80,82,100,83,100,80,525,data\images\0154_meganium.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,155,브케인,cyndaquil,generation-ii,0,0,fire,불꽃,0.5,7.9,39,52,43,60,50,65,309,data\images\0155_cyndaquil.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,156,마그케인,quilava,generation-ii,0,0,fire,불꽃,0.9,19.0,58,64,58,80,65,80,405,data\images\0156_quilava.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,157,블레이범,typhlosion,generation-ii,0,0,fire,불꽃,1.7,79.5,78,84,78,109,85,100,534,data\images\0157_typhlosion.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,158,리아코,totodile,generation-ii,0,0,water,물,0.6,9.5,50,65,64,44,48,43,314,data\images\0158_totodile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,159,엘리게이,croconaw,generation-ii,0,0,water,물,1.1,25.0,65,80,80,59,63,58,405,data\images\0159_croconaw.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,160,장크로다일,feraligatr,generation-ii,0,0,water,물,2.3,88.8,85,105,100,79,83,78,530,data\images\0160_feraligatr.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,161,꼬리선,sentret,generation-ii,0,0,normal,노말,0.8,6.0,35,46,34,35,45,20,215,data\images\0161_sentret.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,162,다꼬리,furret,generation-ii,0,0,normal,노말,1.8,32.5,85,76,64,45,55,90,415,data\images\0162_furret.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,163,부우부,hoothoot,generation-ii,0,0,normal|flying,노말|비행,0.7,21.2,60,30,30,36,56,50,262,data\images\0163_hoothoot.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
164,164,야부엉,noctowl,generation-ii,0,0,normal|flying,노말|비행,1.6,40.8,100,50,50,86,96,70,452,data\images\0164_noctowl.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png
165,165,레디바,ledyba,generation-ii,0,0,bug|flying,벌레|비행,1.0,10.8,40,20,30,40,80,55,265,data\images\0165_ledyba.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png
166,166,레디안,ledian,generation-ii,0,0,bug|flying,벌레|비행,1.4,35.6,55,35,50,55,110,85,390,data\images\0166_ledian.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png
167,167,페이검,spinarak,generation-ii,0,0,bug|poison,벌레|독,0.5,8.5,40,60,40,40,40,30,250,data\images\0167_spinarak.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png
168,168,아리아도스,ariados,generation-ii,0,0,bug|poison,벌레|독,1.1,33.5,70,90,70,60,70,40,400,data\images\0168_ariados.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png
169,169,크로뱃,crobat,generation-ii,0,0,poison|flying,독|비행,1.8,75.0,85,90,80,70,80,130,535,data\images\0169_crobat.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png
170,170,초라기,chinchou,generation-ii,0,0,water|electric,물|전기,0.5,12.0,75,38,38,56,56,67,330,data\images\0170_chinchou.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png
171,171,랜턴,lanturn,generation-ii,0,0,water|electric,물|전기,1.2,22.5,125,58,58,76,76,67,460,data\images\0171_lanturn.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png
172,172,피츄,pichu,generation-ii,0,0,electric,전기,0.3,2.0,20,40,15,35,35,60,205,data\images\0172_pichu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png
173,173,삐,cleffa,generation-ii,0,0,fairy,페어리,0.3,3.0,50,25,28,45,55,15,218,data\images\0173_cleffa.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png
174,174,푸푸린,igglybuff,generation-ii,0,0,normal|fairy,노말|페어리,0.3,1.0,90,30,15,40,20,15,210,data\images\0174_igglybuff.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,175,토게피,togepi,generation-ii,0,0,fairy,페어리,0.3,1.5,35,20,65,40,65,20,245,data\images\0175_togepi.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,176,토게틱,togetic,generation-ii,0,0,fairy|flying,페어리|비행,0.6,3.2,55,40,85,80,105,40,405,data\images\0176_togetic.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,177,네이티,natu,generation-ii,0,0,psychic|flying,에스퍼|비행,0.2,2.0,40,50,45,70,45,70,320,data\images\0177_natu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,178,네이티오,xatu,generation-ii,0,0,psychic|flying,에스퍼|비행,1.5,15.0,65,75,70,95,70,95,470,data\images\0178_xatu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,179,메리프,mareep,generation-ii,0,0,electric,전기,0.6,7.8,55,40,40,65,45,35,280,data\images\0179_mareep.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,180,보송송,flaaffy,generation-ii,0,0,electric,전기,0.8,13.3,70,55,55,80,60,45,365,data\images\0180_flaaffy.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,181,전룡,ampharos,generation-ii,0,0,electric,전기,1.4,61.5,90,75,85,115,90,55,510,data\images\0181_ampharos.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,182,아르코,bellossom,generation-ii,0,0,grass,풀,0.4,5.8,75,80,95,90,100,50,490,data\images\0182_bellossom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,183,마릴,marill,generation-ii,0,0,water|fairy,물|페어리,0.4,8.5,70,20,50,20,50,40,250,data\images\0183_marill.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,184,마릴리,azumarill,generation-ii,0,0,water|fairy,물|페어리,0.8,28.5,100,50,80,60,80,50,420,data\images\0184_azumarill.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,185,꼬지모,sudowoodo,generation-ii,0,0,rock,바위,1.2,38.0,70,100,115,30,65,30,410,data\images\0185_sudowoodo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,186,왕구리,politoed,generation-ii,0,0,water,물,1.1,33.9,90,75,75,90,100,70,500,data\images\0186_politoed.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,187,통통코,hoppip,generation-ii,0,0,grass|flying,풀|비행,0.4,0.5,35,35,40,35,55,50,250,data\images\0187_hoppip.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,188,두코,skiploom,generation-ii,0,0,grass|flying,풀|비행,0.6,1.0,55,45,50,45,65,80,340,data\images\0188_skiploom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,189,솜솜코,jumpluff,generation-ii,0,0,grass|flying,풀|비행,0.8,3.0,75,55,70,55,95,110,460,data\images\0189_jumpluff.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,190,에이팜,aipom,generation-ii,0,0,normal,노말,0.8,11.5,55,70,55,40,55,85,360,data\images\0190_aipom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,191,해너츠,sunkern,generation-ii,0,0,grass,풀,0.3,1.8,30,30,30,30,30,30,180,data\images\0191_sunkern.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,192,해루미,sunflora,generation-ii,0,0,grass,풀,0.8,8.5,75,75,55,105,85,30,425,data\images\0192_sunflora.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,193,왕자리,yanma,generation-ii,0,0,bug|flying,벌레|비행,1.2,38.0,65,65,45,75,45,95,390,data\images\0193_yanma.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,194,우파,wooper,generation-ii,0,0,water|ground,물|땅,0.4,8.5,55,45,45,25,25,15,210,data\images\0194_wooper.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,195,누오,quagsire,generation-ii,0,0,water|ground,물|땅,1.4,75.0,95,85,85,65,65,35,430,data\images\0195_quagsire.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,196,에브이,espeon,generation-ii,0,0,psychic,에스퍼,0.9,26.5,65,65,60,130,95,110,525,data\images\0196_espeon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,197,블래키,umbreon,generation-ii,0,0,dark,악,1.0,27.0,95,65,110,60,130,65,525,data\images\0197_umbreon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,198,니로우,murkrow,generation-ii,0,0,dark|flying,악|비행,0.5,2.1,60,85,42,85,42,91,405,data\images\0198_murkrow.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,199,야도킹,slowking,generation-ii,0,0,water|psychic,물|에스퍼,2.0,79.5,95,75,80,100,110,30,490,data\images\0199_slowking.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,200,무우마,misdreavus,generation-ii,0,0,ghost,고스트,0.7,1.0,60,60,60,85,85,85,435,data\images\0200_misdreavus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
